Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Oh ya... climb in or get another form frm monica?,,49,,,,,
I help u ask soh jie,,20,,,,,
Hey can help Eman photocopy rock climbing form?,,47,,,,,
Nvr sign? Come sch print,,24,,,,,
Emo... Gg le,,12,,,,,
Hey ps sohjie no printer and signed his form le...,,50,,,,,
I have no idea. Den he nid ask others lo,,40,,,,,
Ya this afternoon I signed myself,,33,,,,,
Eh u when come back. Joel yh not coming 2day zzz,,48,,,,,
Joel parents dun allow. Yh parents tink he going out with cherie lmao,,69,,,,,
Lols 2day holiday wad! But they all 2moro coming,,48,,,,,
Eh nvm la I not hungry,,22,,,,,
No not yet,,10,,,,,
Thks sis!,,9,,,,,
Hahas thks! Slept at  <DECIMAL>  yest lol,,41,,,,,
Paper was quite okay,,20,,,,,
"Hey odacker!pass down the msg!on  <#> th may, meet at GO at<DECIMAL>  and bus will bring us to rock climbing place!there willalso ne transportation back to sch at  <DECIMAL> :):)",,178,,,,,
Okay. Edit by when,,18,,,,,
2nite can? I wanna nap now lols,,31,,,,,
Yea okay later. Cya imma sleeping now,,37,,,,,
Ya?,,3,,,,,
Nxt week weds would be fine thanks,,34,,,,,
Sry Tues pls. Around  <#>  am. Or any other time?,,49,,,,,
Coming,,6,,,,,
Who u? Oo,,9,,,,,
Oh lols okay,,12,,,,,
Wtf dude!,,9,,,,,
Lmao! I at home la,,18,,,,,
No! For wat,,11,,,,,
Lol its holiday! 2moro night going to celebrate cousin bday tillmidnight. Probably not studying,,95,,,,,
How was exam? Eh when u returning,,33,,,,,
Lols! Wth he say easy ar. Btw going chalet,,42,,,,,
Why not going? Aft exam le,,26,,,,,
Sianz. Den may I dun go Lo. Btw Thursday Fri no sch meh,,55,,,,,
Err see 1st la. Kk good nightp,,30,,,,,
Yu quan sent me: Eh boss. Samc how? Ideas leh. Go think of theinitial steps leh. Mr soh never reply meh.,,104,,,,,
Air pump difficult. Mr soh got send u?,,38,,,,,
He said avoid chem rxn too. messy,,33,,,,,
I send him our ideas 1st. Clifton got reply?,,44,,,,,
"Joel's idea1st idea, ball roll and hit a bottle, it topples and cause water toflow in a plastic river channel like a pvc tube cut in half, whichcarries a boat, when this boat hits a 'bridge' like a ice cream stickbridge this will push another bal or two other ballsl to continue thechain rxn.2nd idea, ball activates air pump, blows up balloon, when balloonreaches some height it pushes a seesaw to make the next ball to rolldown a slope.3rd idea, nails block a ball from entering a channel, ball hits magnetinto position whereby it attracts nails away and cause ball to rollinto channel.",,588,,,,,
Mr soh say by  <#>  may,,23,,,,,
So u Mon going back?,,20,,,,,
Yea Joel me going back,,22,,,,,
Yea set,,7,,,,,
If u wan sun night also can. I can't study at hm,,48,,,,,
Lols den Mon morn lo,,20,,,,,
Yea okay. Quads pain lik shit,,29,,,,,
Bo bian. Cure pain with pain lo,,31,,,,,
Simi lj? U get full marks alr la! I study  <#>  mins go slp le,,62,,,,,
Lols! Eh weds wat ur all doing? I dunno to go not le,,52,,,,,
If not very fun I go find my frens?,,35,,,,,
Joel and I can go on the 2nd day wad. Or u all weds doing wad,,61,,,,,
Lols chalet lik borlin. Go play volleyball or smthing?,,54,,,,,
Ya cus I dun wanna stay in chalet do nothing.,,45,,,,,
Hahas kk,,8,,,,,
Eh weds playing volleyball at sentosa u not coming?,,51,,,,,
Wat the! I weds marking day!,,28,,,,,
Lols meet up aft jus holidays?,,30,,,,,
Then meet up when,,17,,,,,
I dun mind. When izzit,,22,,,,,
Kk ttyt,,7,,,,,
Okay son. Wad u wan me to help in,,33,,,,,
Lols celebrated last week. Eh when u free wanna meet up?,,56,,,,,
Lols okay lo. Bye son,,21,,,,,
Iodoform results in isomers meh,,31,,,,,
Oh how make primary alc to stone? Ozone ar,,42,,,,,
Lmao I mean ketone!!,,20,,,,,
But its primary alc le,,22,,,,,
So how Oo,,9,,,,,
Does cycloalkane undergo free radical substitution,,50,,,,,
Ps was sleeping,,15,,,,,
Do worksheet 4 quest 3,,22,,,,,
Home la. U going baCk 2moro morning?,,36,,,,,
I changed! Ethanol and phenom how compare acid strength,,55,,,,,
I tot oh is ewg,,15,,,,,
But oxidized le will be benzene connected to a carboxylic acid wad,,66,,,,,
Phenol or cyclohexanol more ability? Why,,40,,,,,
Isn't benzene edg too?,,22,,,,,
Electron donating group,,23,,,,,
Alcohol add hbr and heat get wad,,32,,,,,
I know but dun nid heat wad. Erm socl2 for wad,,46,,,,,
How to convert cyclopentanol to petanoic acid,,45,,,,,
Where you,,9,,,,,
Where you,,9,,,,,
Yr 5 only got exams le. Nt sure te other lvl.,,45,,,,,
Dun tink so,,11,,,,,
Wan fight ar Dick face,,22,,,,,
Htcdroid,,8,,,,,
Pls soh how! Pls pls pls pls salmon set,,39,,,,,
Dun liddat le. We good frens le. I gave u a chocolate le. Rem?,,62,,,,,
Htcdroid,,8,,,,,
Art was probably a- to b+. Chem was quite easy,,46,,,,,
Yea but can't stay. Btw when u comin back,,41,,,,,
Ms lee! Truman here. I 4got to hand in my rock climbing form. Can Igive on that day,,83,,,,,
2nite den ask,,13,,,,,
Jus gymed yest  lols,,20,,,,,
Okay emo,,8,,,,,
Why le???,,9,,,,,
Yea I tink so ba,,16,,,,,
Fwd: Hey odacker!pls help me pass down the msg and remind everyone tohand in rock climbing consent form if u haven't:),,118,,,,,
Fwd: Ahah by the way u can come and collect ur shirt on Monday before9!:)ill be at odac room!pass this down too^^$ <#>  BTW~,,124,,,,,
Okok cya,,8,,,,,
Wan go sundown marathon?,,24,,,,,
Wan go sundown marathon?,,24,,,,,
Fun le. Ur  <DECIMAL>  improved wad,,35,,,,,
Lols kk,,7,,,,,
When is sundown marathon,,24,,,,,
Lol end of may liddat,,21,,,,,
Got  <#>   <#>   <#>  k de,,26,,,,,
Wan train 2moro??,,17,,,,,
I yest go only den Cant stay over. Erm train near east side?,,60,,,,,
Tell me by 2nite?,,17,,,,,
Sentosa to learn volleyball lols. U meet them for wad sia?,,58,,,,,
Learn yourself la. Nxt time go play le! Waa izzit the hostel ting,,65,,,,,
So 2moro how?,,13,,,,,
Sry I m busy,,12,,,,,
Eh u free 2day?,,15,,,,,
Nop. Only Friday den nid go back!,,33,,,,,
Can't nid celebrate grandma bday lols,,37,,,,,
Dun Emo! Nxt time then train,,28,,,,,
"Hols I wanna train, learn volleyball. Rem last time we say wannalearn windmill?",,79,,,,,
Can't want YouTube and learn meh?,,33,,,,,
Watch* got a lot tutorials wat. Jus need a place to train,,57,,,,,
Nid $$ le. And fixed timing too. U wan go communuty centre learn ar,,67,,,,,
Oh. Hope can find a short course. Holiday also quite short jus learnbasics nxt hol learn agn,,92,,,,,
I dun mind. How find course? Or u wan muay Thai lols. Only got time for one,,75,,,,,
I can't be an omen. I can be a jinx,,35,,,,,
I outside haven check yet!,,26,,,,,
Can fetch me?,,13,,,,,
I watch show now,,16,,,,,
9 plus,,6,,,,,
Okay la,,7,,,,,
Lols alright!,,13,,,,,
Yea,,3,,,,,
Like 7 plus I guess!,,20,,,,,
I dunno le jus sleep?,,21,,,,,
Jus went yest! Can't,,20,,,,,
I dun think I can. See 1st,,26,,,,,
Not sure. U rushing off meh,,27,,,,,
Whole day will be gone I guess!,,31,,,,,
Eh June holiday like no course for muay Thai le!,,48,,,,,
I haven check yet. But only holidays won't learn much for breakdance,,68,,,,,
I rushing there to slp 1st lols!,,32,,,,,
I tot meeting at GO 1st? Den got bus fetch,,42,,,,,
<#> th May MONDAY  <TIME>  AM outside General Office for BUSOn facebook,,71,,,,,
Lmao I just gymed on sat! 2moro den gym u wan?,,46,,,,,
Later I buying nasi lemak u wan?,,32,,,,,
<DECIMAL>  at go. U coming hostel 1st?,,38,,,,,
Nid wear wat?,,13,,,,,
Track pants?,,12,,,,,
Hey dad can I stay over? I wanna gym at sch. Plus I realised thatThursday got cluster outing and Friday got script checking,,123,,,,,
Wad did I msg? Yuan Wei send one. Erm we going out eat. U wan?,,62,,,,,
U called me?,,12,,,,,
Ok thks,,7,,,,,
Thks DADDY,,10,,,,,
Can just apply leave for me? In case,,36,,,,,
Jus apply whole week cus I dun wanna tap role call,,50,,,,,
Wazzat,,6,,,,,
I went home. They not there meh,,31,,,,,
Waa both of em?,,15,,,,,
<#>,,3,,,,,
At home...,,10,,,,,
Where? I playing cod yest,,25,,,,,
Nop not staying,,15,,,,,
I lazy go all the way la. 2moro nite den I going,,48,,,,,
"Shldnt le. If u keep ur back straight, form shld be correct",,59,,,,,
Deadline is supposed to train back wat. U go gym urself?,,56,,,,,
Where they?,,11,,,,,
U wan play cod?,,15,,,,,
Kk reach at 4 plus,,18,,,,,
Reached. Where u,,16,,,,,
Where u all,,11,,,,,
Lame,,4,,,,,
Compo c+,,8,,,,,
Nth else. It's average okay,,27,,,,,
Ya lols,,7,,,,,
Okay see you Mr lee,,19,,,,,
2moro wat time going?,,21,,,,,
I not sure! I dun tink so ba,,28,,,,,
I not sure le. The last time got pyramid ting there,,51,,,,,
Yes. Bbq where,,14,,,,,
Bbq at macs?!,,13,,,,,
Can meh? V hard to work I guess. Plus nid return to hostel,,58,,,,,
Kk. Jus hope dun rain!!,,23,,,,,
Okay set! Put on Facebook?,,26,,,,,
Oh okay. Nvm I try makin kite then!,,35,,,,,
Wat time going back hostel,,26,,,,,
Hey u returning 2day?,,21,,,,,
How many ppl confirmed,,22,,,,,
Oh when is the latest we can order,,34,,,,,
U wait for helicopter to pass 1st?,,34,,,,,
Must follow the guy!,,20,,,,,
Wth hardcore addict! I want other versions le,,45,,,,,
Can play one? Help install le,,29,,,,,
Lols Kk cya I going back now,,28,,,,,
Go cut hair 1st. Nth to do oso,,30,,,,,
No! I going someone. Los u slit wad hairstyle,,45,,,,,
Going for smo and sat?,,22,,,,,
I not sure tts why wanna ask u!,,31,,,,,
On my way,,9,,,,,
Ask timo!,,9,,,,,
Have,,4,,,,,
Can eat the bread?,,18,,,,,
Yay thks,,8,,,,,
Beautiful shot. Now move on. In the shadows,,43,,,,,
Nhsbe <#>  4,,12,,,,,
Nhsis <#>  3,,12,,,,,
Nhsvs <#>  2,,12,,,,,
Ps was sleeping,,15,,,,,
Set!,,4,,,,,
I eating outside. Later tell ya?,,32,,,,,
Eating in sch?,,14,,,,,
Eating in sch?,,14,,,,,
Okok,,4,,,,,
Titties msged me,,16,,,,,
I mean email the notes lols,,27,,,,,
See u,,5,,,,,
Oh fuck I 2moro nid meet lee wee yan at  <DECIMAL> !,,52,,,,,
But he said it quite long ago. Dammmmmm,,39,,,,,
I know! But he confirm twice I said ok to both. Emo,,51,,,,,
Mr lee is it possible for you to brief me earlier 2day?,,55,,,,,
Ya bring all!,,13,,,,,
Ok thks,,7,,,,,
Later  <#>  wan go math?,,24,,,,,
Where u,,7,,,,,
Bring the stuffs!,,17,,,,,
Waiting for eman cut hair. Now he going back sch le,,51,,,,,
Who coming,,10,,,,,
We at clementi mall now eating. Help u dabao?,,45,,,,,
Nop,,3,,,,,
Yes. Eh I nid to move my things out...,,38,,,,,
PS! We can say the concentration of the dye affects. Also thebackground creates interference that deflect the vortex. And usualstuff like TD affect vortex radius and MV affects stability,,186,,,,,
Later we go together. Come back,,31,,,,,
Oh yeaa!,,8,,,,,
Wcp. U? How's yh,,16,,,,,
Okok,,4,,,,,
Can't pangseh class,,19,,,,,
9 plus  <#> th plus,,19,,,,,
Ps was busy. Erm I will send to lim TT by tonight,,49,,,,,
Any plans later?,,16,,,,,
Help me collect if I nt therew,,30,,,,,
<DECIMAL>,,9,,,,,
Honors B+Major A,,16,,,,,
Art B+Chem A-English next semester,,34,,,,,
I dun tink so. Ps going back soon,,33,,,,,
Ya have alr. Difficult,,22,,,,,
U can try reading the notes,,27,,,,,
Mr lim I forgot if I signed up for SAT. Can you please help me check?,,69,,,,,
At hm alr,,9,,,,,
Lols! Cus u continued feeding it rite,,37,,,,,
Wtf den can work?,,17,,,,,
Oh we share the book?,,21,,,,,
Oh okay thks!,,13,,,,,
Who is this,,11,,,,,
I did not collect it. I tink my senior helped me to,,51,,,,,
Hey Monica did u help to collect our bibs?,,42,,,,,
Oh the person frm legs n paddles said they gave me my bin wrongly,,65,,,,,
"Hi weicheng, shihwan frm nus canoeing club, we hav gave one of urteam bibs wrongly, ur num should b  <#> , bt we gave u  <#> , so, wenid to change the bibs.. Sry for the inconveniences caused",,191,,,,,
Oh so do I still nid to change?,,31,,,,,
Ok thks,,7,,,,,
Sent to ur @live.com.sg,,23,,,,,
I can't find ur flight no,,25,,,,,
Nvm found,,9,,,,,
Okok,,4,,,,,
Where are u,,11,,,,,
U not at home?,,14,,,,,
Lame,,4,,,,,
2moro wan go sentosa volleyball,,31,,,,,
Weds  <DECIMAL>  to  <#>,,24,,,,,
Go for arp wat thing,,20,,,,,
Oh. Ya I saw le. Sianz this week my only free week,,50,,,,,
Btw smo also sure can't get anything.g de. Almost all question also dunno,,73,,,,,
Free?? Lols wat time,,20,,,,,
Oh ps afternoon I can't make it.,,32,,,,,
Ya sure! At Changi hospital?,,28,,,,,
Okay set!,,9,,,,,
Ya going sentosa wat,,20,,,,,
So meet where wat time,,22,,,,,
Kk,,2,,,,,
Thks!,,5,,,,,
Imma going sentosa now. Bout 9 plus come back,,45,,,,,
West raining?! Wtf,,18,,,,,
Zzz if rain do wad siaz,,23,,,,,
Orh u change settings to rainy day,,34,,,,,
Going sentosa,,13,,,,,
Yaya. Bout 7,,12,,,,,
Side gate frq. Ya nid formal,,28,,,,,
Tie I not sure. Just bring in case,,34,,,,,
Lols nvm la I bring for you,,27,,,,,
I book u on  <#>   <#>   <#> .,,30,,,,,
Go yh house,,11,,,,,
I book u on  <#>   <#>   <#> . Go yh hse,,40,,,,,
Really! Set not?,,16,,,,,
3 days at nite,,14,,,,,
Bring change luh. Eh camp  <#>  just end you gonna go overseas you shitting me,,78,,,,,
Guai lan ))))))':,,17,,,,,
Lols I dunno le. Argh boring life,,33,,,,,
Alright!,,8,,,,,
Just got latest update..dunno if it's suppose to be good news.Overseas trip on  <#>  to  <#> .Frm sohjie. ALRIGHT!,,114,,,,,
Be a bad boy. Be rebellious,,27,,,,,
Ya I free next week :),,22,,,,,
Ps. Clementi now,,16,,,,,
Got buy breakfast?,,18,,,,,
Waa emo. Where u now,,20,,,,,
Kk reaching in 5 mins. Meet at boarding office!,,47,,,,,
Imma there alr,,14,,,,,
Anything on 2day?,,17,,,,,
Lols nvm,,8,,,,,
2day u free?,,12,,,,,
Sianzz,,6,,,,,
Hey when can go ur hse swim and play ping pong agn,,50,,,,,
Lols when,,9,,,,,
Okok msg me,,11,,,,,
"Ye but running, not kayaking",,28,,,,,
Katong?,,7,,,,,
Clementi lols. Normally hawker centre nicer,,43,,,,,
I usually go west coast plaza eat. Got Thai Korean food. Notbad,,63,,,,,
Okay lo,,7,,,,,
2nite give u? I outside.. thks!,,31,,,,,
Yep,,3,,,,,
Hahas its ok,,12,,,,,
Wat time is SAT,,15,,,,,
How? Nid being wat ar,,21,,,,,
I asked 1st! Eh I may b kayaking le ^^,,38,,,,,
"Korean! Wat time is SAT, nid bring wad?",,39,,,,,
Can help cheat?,,15,,,,,
Ok :),,5,,,,,
Wat time coming my hse 2moro,,28,,,,,
Rly? Tot coming cus lnp,,23,,,,,
Oh izzit. Anything lo,,21,,,,,
Lols k,,6,,,,,
Hey proper footwear for kayaking means Booties?,,47,,,,,
Ok thks! Ons still out. Send u by 2nite thks,,44,,,,,
Hey 2moro how u going school,,28,,,,,
Yea can fetch me? Nid GC or scientific calc. Eh I go ur hse denchange sch uniform? At home no uniform lols...,,109,,,,,
Remind u wad Oo,,15,,,,,
Oh Okok,,7,,,,,
Okay!,,5,,,,,
Can't got exam...,,17,,,,,
Ps. It's  <#> . Nid photocopy?,,30,,,,,
No nid photocopy anything?,,26,,,,,
Ok thks :),,10,,,,,
U go prep course nvr go SAT?,,28,,,,,
I dun tink so...,,16,,,,,
Nvm la u stay lo? My parents won't allow la,,43,,,,,
My hse got direct bus... go ramp take  <#>   <#>   <#>,,54,,,,,
Tamp!,,5,,,,,
Ps swimming. Erm get back to u in awhile,,40,,,,,
Why le?,,7,,,,,
Wat movie wat time where,,24,,,,,
Before  <#>  bah,,16,,,,,
After legs and paddles,,22,,,,,
Oh u not going home? Wat time can go Oo,,39,,,,,
Oh okay! I find I aft tt?,,25,,,,,
Lols go up and find?,,20,,,,,
Ok thks!,,8,,,,,
At home. Reaching at  <DECIMAL> . U?,,36,,,,,
I know! It was pouring tis morning.. anyone there yet?,,54,,,,,
Lols! Sj going himself. Not wif me,,34,,,,,
He come for wad? Trackers running? Oo,,37,,,,,
I see. Waa got lightning le. Later cancelled,,44,,,,,
Ya they volunteer! Later kayaking can see Joel :) imma reaching le,,66,,,,,
No nid pair lols he is safety kayaker,,37,,,,,
Help yeah,,9,,,,,
I dunno! Faster come,,20,,,,,
At the bedok reservior carpark.,,31,,,,,
Dun wuss!,,9,,,,,
My legs dun give a shit. My arms excited,,40,,,,,
Hahas thks too for being in charge,,34,,,,,
The thing keep postponing. We ended up watching movie. Did a lot ppl quit?,,74,,,,,
Rly? I tot postponed till 3 pm,,30,,,,,
Waa wat the shit. Ms lee say go back cus postponed till 3 still notconfirmed... emo,,83,,,,,
Ya dinner.,,10,,,,,
I still at redhill... 2day left very early the train still so slow lols,,71,,,,,
U finding lim TT first?,,23,,,,,
Hahas Okok!,,11,,,,,
Yep on  <#>  le,,15,,,,,
Hey u at home? Can I go collect ur house?,,41,,,,,
Bout 8 plus to 9 can?,,21,,,,,
On my way now!,,14,,,,,
Man vs wild now!,,16,,,,,
Sahara desert. S5 ep 1,,22,,,,,
Hes drinking pee now. Ttyl,,26,,,,,
Nop he pee into t shirt and squeezed to drink,,45,,,,,
Right after this at  <#> th got survivorman :D,,46,,,,,
I reachedd. Where u,,19,,,,,
Noodles?,,8,,,,,
Noooooooooo,,11,,,,,
Dles,,4,,,,,
Thks DADDY,,10,,,,,
Ya... mine like everyday. U le?,,31,,,,,
Ya everyday wake up 7. Zzz plus travel fare. Mine just ended le,,63,,,,,
Ya la... eh where u now? U wan go eat,,37,,,,,
Lols my dad overseas agn. Eh holiday till when ar?,,50,,,,,
Eh keep  <#> rd free got shaohao day.,,37,,,,,
Just topped up  <#>,,19,,,,,
I wanna try ask for day off. Cus the ppl probably go hm at nite,,63,,,,,
Where u now?,,12,,,,,
On my way hm. Tot u at home wanted buy u bubble tea. Too bad,,60,,,,,
See 1st.,,8,,,,,
TLC channel now quite nice,,26,,,,,
A baseball guy going round globe learning all kinda sports. This epis wrestling,,79,,,,,
Hahas np,,8,,,,,
Ps busy,,7,,,,,
Eh u too both packets of milo ar,,32,,,,,
I put 2 yest! Now no more,,25,,,,,
Lols raffles place. You?,,24,,,,,
Wat the? So early for wad,,25,,,,,
I see. Reached clementi alr,,27,,,,,
Where ya Oo,,11,,,,,
Kk wait for u at stairs entrance,,32,,,,,
Tis week no volleyball?,,23,,,,,
Ok I try. Time?,,15,,,,,
Lols imma eating now. Mayb later,,32,,,,,
Ps bathing. Sianz tonight Nth mch to watch,,42,,,,,
Okay,,4,,,,,
Hey where ya,,12,,,,,
Lols okay nvm,,13,,,,,
Ps I 2moro can't go,,19,,,,,
Ps I 2moro can't go,,19,,,,,
Send me ur flight details?,,26,,,,,
Yea its okay. U weren't late yest,,33,,,,,
Wth father day 3rd Sunday of june,,33,,,,,
Hey so is it on  <#> rd,,23,,,,,
Wahh pangsehhhhhhhhh,,20,,,,,
Lol jkjk I was using AYE msg as template,,40,,,,,
Yea enjoy while we can,,22,,,,,
Next week 1 3 5 free. Sentosa on any one,,40,,,,,
Next week 1 3 5 free. Sentosa on any one,,40,,,,,
I nid ask my mentor off day see if can,,38,,,,,
Yep :D,,6,,,,,
Who else?,,9,,,,,
Oh ps. Nxt week can ask sx Dylan to bball,,41,,,,,
Hey Roy ask if u wan play bball nxt week?,,41,,,,,
Hey Roy ask if u wan play bball nxt week?,,41,,,,,
Eh pinky bro I  <#> kg alr! ^^,,30,,,,,
I nvr train for 2 weeks! Everyday ARP frm 9 to 5 ==,,51,,,,,
Nxt week mentor overseas I 1 3 5 free. I everyday eat nid food till fat lols,,76,,,,,
I wanna watch the horror movie u posted on Facebook. Go as odacouting? Lols u no training meh?,,94,,,,,
Okay lols I go gym now ttyl,,27,,,,,
Lols the desert episode? Ya his jumps and leaps v nice too,,58,,,,,
Lols he is buff not ripped right,,32,,,,,
Looks like insects gave him lotsa protein eh,,44,,,,,
Hey imma watching movie now. Ttyl,,33,,,,,
Yea smart!,,10,,,,,
On my bus back,,14,,,,,
wfnu9p4q,,8,,,,,
Lols jus gymed yest . 2moro going swimming ps. Eh like no one wanwatch movie liddat,,83,,,,,
I swimming at tampines. Okay I dun mind weds watch?,,51,,,,,
Pri sch fren lols. Anytime jus not too late!,,44,,,,,
Weds free watch LADDALAND?,,26,,,,,
Set cya!,,8,,,,,
Waa Emo.. ask ryan?,,19,,,,,
Hmmm I not sure jio who... eh weds after movie gym?,,51,,,,,
Set! Dun disappoint me,,22,,,,,
Ok but not so early,,19,,,,,
Bout 2,,6,,,,,
Haven't reach yet lols,,22,,,,,
Kk,,2,,,,,
Reached,,7,,,,,
Excited! 9 pm man vs wild,,25,,,,,
Yep!,,4,,,,,
Bring 2moro do!,,15,,,,,
.... I tot s5 ep2 sia,,21,,,,,
Wts...,,6,,,,,
Emo no have channel,,19,,,,,
Reached :),,10,,,,,
Emo loo dao me...,,17,,,,,
Waa okay not... food poisoning ar?,,34,,,,,
<#>   <#>   <#> . But not sure he confirmed not,,47,,,,,
Bruddah u book Joel and me den on not?,,38,,,,,
Eh take care! Drink up and dun lose too mch weight!,,51,,,,,
Wat the. I wonder wat u have been doing man,,43,,,,,
Got see doc? I tink u Rly food poison sia,,41,,,,,
Ya I free 2moro. Yh nvr say do wad le.... dunno still on not,,60,,,,,
I that time also fever vomit. So shld be ba. I mayb go find yh or gymwif fren lo. U shld rest now la,,100,,,,,
Yea np. Nxt time den go watch!,,30,,,,,
Wait for him reply lo. BTW I tis week only Tues thurs nid go. Mymentor overseas,,79,,,,,
Wat time? Who going,,19,,,,,
Okay!,,5,,,,,
I see 1st k?,,12,,,,,
Thks! Sx Ryan will go rite?,,27,,,,,
Alright sounds awesomez.e. but I only Fri free this week ...,,60,,,,,
:)) can ask roy too?,,20,,,,,
Erm... we can... swim!,,22,,,,,
Ya hmmm. Book everything! Gym also can,,38,,,,,
Thks!,,5,,,,,
Lol wat time de,,15,,,,,
<DECIMAL>  pm de?,,17,,,,,
Have but I dunno can not,,24,,,,,
I cant. Nid card....,,20,,,,,
<DECIMAL> pm. If my fren wan join okay rite,,43,,,,,
Again?,,6,,,,,
I not sure le. Probably not. Okay go swim lo. Wat time,,54,,,,,
Ya. Kk. Help me bring extra swimming trunks,,43,,,,,
When pool close??,,17,,,,,
I washing mine lols,,19,,,,,
Kk,,2,,,,,
Hey dad later I watching horror movie at  <DECIMAL> pm at tm with soh jie,,73,,,,,
Eh no nid bring le I found mine. BTW u wan go buy ticket le then swim?,,70,,,,,
U fetch?,,8,,,,,
Then still ask me...,,20,,,,,
Eh no nid bring le I found mine. BTW u wan go buy ticket le then swim?,,70,,,,,
..!..,,5,,,,,
Kk,,2,,,,,
Simei nxt stop tampines. U can go le,,36,,,,,
1 min,,5,,,,,
I not going le. I watching movie... 2moro u wan go? Sohjie frensgoing niaz ...,,78,,,,,
Nub!,,4,,,,,
Walking back now,,16,,,,,
I can bring my harddrive,,24,,,,,
Hahas yea,,9,,,,,
Lols too early today,,20,,,,,
Yep. Lols I no shoes to wear today,,34,,,,,
Slippers. Bobian,,16,,,,,
2nite u wan gym? But nid help me bring towel shoe and pants lmao,,64,,,,,
Like 5 plus 6,,13,,,,,
5 la I tink. Meet simei  <DECIMAL> pm?,,38,,,,,
Ya... socks too,,15,,,,,
Gl shoe wet,,11,,,,,
Kk!,,3,,,,,
Eh I tink we meet at 6 instead ba. Cus it closes at 8,,53,,,,,
Ya lols I tired siaz. Eat den go hm lo,,38,,,,,
Guailan ar. Sianz so tired may I gym a bit only,,47,,,,,
Yest watch horror movie le can't fall asleep.... only had a little slp,,70,,,,,
Wanna collapse le...,,20,,,,,
Can la jus do lighter,,21,,,,,
Kk,,2,,,,,
Meet at  <DECIMAL>,,18,,,,,
But I reaching at  <DECIMAL> !,,30,,,,,
..!.. why can't  <DECIMAL> ?,,28,,,,,
Kk. I wait at coffeeshop lo,,27,,,,,
Reached,,7,,,,,
Bubbletea,,9,,,,,
Eh 2moro u going Dulan house?,,29,,,,,
Lols nvm. 2moro going?,,22,,,,,
Lols okay.. but everyone going le! U sure u wanna disappoint us,,63,,,,,
So 2moro how,,12,,,,,
Lols wat the,,12,,,,,
Lols ok BTW 2moro Dylan say can't le lmao!,,42,,,,,
Oh Kk nvm then,,14,,,,,
Erm nxt Mon or Tues? Lols I no hmwk to mug,,42,,,,,
I have no idea yet lols. But I will be staying at hotel yea?,,60,,,,,
Erm weekends only sat free lo,,29,,,,,
Hahas set!,,10,,,,,
Did it eat its own mount? Lols I tot the process quite long de,,62,,,,,
Thks! Now its time to watch ip man2. I tink ur mantis will eat its moult soon,,77,,,,,
Rly? Izzit disturbed when its moulting,,38,,,,,
Nvm la as long as it can still eat,,34,,,,,
Tonight try ba. If can't then gotta injure its prey 1st den feed :/,,67,,,,,
With one arm? Oo,,16,,,,,
Lols aye got arp n training so no volleyball. Went fren condo lols. Iwas bored just now and tried to dl gba emulator,,116,,,,,
"Lols I haven got Rom yet. Now out eating, gonna try when back. Yeathe movie is awesome",,86,,,,,
Lols I at hosp visiting dads fren son. Later going orchard le. Pslooks lol u gotta eat wanderer meal,,100,,,,,
Go swim la lols. Why u nvr follow ur family,,43,,,,,
Noob ar! Lols my parents want go great sg sales...,,50,,,,,
Wat the? Go where??,,19,,,,,
U wan come ar? Set!,,19,,,,,
Cheh... Monday swim/gym?,,24,,,,,
Rly meh??,,9,,,,,
Wtf ur bday  <#>  may la Noob! I dun tink can la..,,50,,,,,
Facebook... u no will power la. Nid do squats,,45,,,,,
Redbull gives wings ... hmmm nxt Monday go gym then swim,,56,,,,,
Can swim is relax one wat. Can wash sweat,,41,,,,,
Wat,,3,,,,,
I see bout it! Probably can! :D,,31,,,,,
Up to u,,7,,,,,
Dun wan tan?,,12,,,,,
K go Tamp gym,,13,,,,,
I not sure. But just ask,,24,,,,,
Lols cant rem. Later bring notes?,,33,,,,,
Gym then swim then eat,,22,,,,,
Home. Going out at  <DECIMAL>,,29,,,,,
Tampines to swim,,16,,,,,
Nop,,3,,,,,
1 min,,5,,,,,
Lols dint manage :(,,19,,,,,
U?,,2,,,,,
I tink my mum on leave. She wan me go out with her ....,,55,,,,,
Yea so sorry..,,14,,,,,
Wat the! Take vid of ya flips 2moro,,35,,,,,
Yea. 2day meet at  <#> e rite,,29,,,,,
Lol where u,,11,,,,,
Lols arp,,8,,,,,
4 5 plus... u all overtime so sudden!,,37,,,,,
Lols who going?,,15,,,,,
U all catch already eating??,,28,,,,,
Ask glen catch some give Joel fish tank thks,,44,,,,,
Hey ps Eman and I can't go got arp,,34,,,,,
Container lo,,12,,,,,
Hey timetable out!,,18,,,,,
Lols  <#> ! Can slp  <#>  mins Hahas. Eh my math honor teacher Wang hai bin!,,76,,,,,
Sianz can't le... got arp zzz,,29,,,,,
Is not at nite wad. Last time frm afternoon start,,49,,,,,
Hey 2moro till wat time,,23,,,,,
I wan! Erm they ordering food. U wan meet where,,47,,,,,
Lols can check wad,,18,,,,,
Bout 5 at nus. Can try earlier. U le?,,37,,,,,
I not sure. Shaohao nvr check phone siaz,,40,,,,,
Sat go put tings sun go stay! Mayb later I call shaohao,,55,,,,,
Waa urs so hardcore... mine laxing,,34,,,,,
